county_fips,DEMOCRAT,REPUBLICAN,TOTAL,dem_percent,rep_percent,dem_lead,dem_percentage_pts_lead
02012,2957.0,7893.0,11238,26.312511122975618,70.2349172450614,-4936.0,-43.922406122085775
02013,2666.0,4652.0,7713,34.56502009594192,60.313755996369764,-1986.0,-25.748735900427846
02014,4261.0,6714.0,11443,37.23673861749541,58.6734248011885,-2453.0,-21.43668618369309
02015,2622.0,2671.0,5559,47.16675661090124,48.04821010973197,-49.0,-0.8814534988307301
02016,4274.0,3516.0,8118,52.64843557526484,43.31116038433112,758.0,9.337275190933724
02017,4136.0,2810.0,7239,57.1349633927338,38.81751623152369,1326.0,18.31744716121011
02018,4681.0,2760.0,7720,60.634715025906736,35.751295336787564,1921.0,24.883419689119172
02019,3118.0,1975.0,5301,58.81909073759668,37.25712129786832,1143.0,21.561969439728358
02020,4881.0,2383.0,7497,65.10604241696679,31.786047752434307,2498.0,33.31999466453248
02021,5414.0,3690.0,9429,57.418602184749176,39.13458479160038,1724.0,18.284017393148794
02022,4553.0,4684.0,9520,47.825630252100844,49.20168067226891,-131.0,-1.3760504201680632
02023,3810.0,3655.0,7739,49.23116681741827,47.22832407287763,155.0,2.0028427445406365
02024,4736.0,5378.0,10428,45.41618718833909,51.57268891446107,-642.0,-6.156501726121981
02025,4600.0,4407.0,9325,49.32975871313673,47.26005361930295,193.0,2.0697050938337753
02026,4558.0,5243.0,10111,45.079616259519334,51.85441598259322,-685.0,-6.774799723073883
02027,4844.0,4324.0,9506,50.95729013254786,45.487060803702924,520.0,5.470229328844937
02028,6264.0,6162.0,12749,49.13326535414542,48.333202604125816,102.0,0.800062750019606
02029,2985.0,7464.0,10747,27.775193077137807,69.45194007630036,-4479.0,-41.67674699916255
02030,2638.0,7180.0,10176,25.92374213836478,70.55817610062893,-4542.0,-44.63443396226415
02031,5037.0,6971.0,12410,40.588235294117645,56.17244157937147,-1934.0,-15.584206285253828
02032,3506.0,4440.0,8335,42.063587282543494,53.26934613077385,-934.0,-11.205758848230353
02033,7535.0,3059.0,10955,68.7813783660429,27.923322683706072,4476.0,40.858055682336825
02034,5763.0,4543.0,10729,53.714232454096376,42.343182030012116,1220.0,11.37105042408426
02035,5011.0,4769.0,10102,49.60403880419719,47.20847356959018,242.0,2.3955652346070053
02036,3796.0,5114.0,9292,40.85234610417564,55.0365906155833,-1318.0,-14.184244511407663
02037,2560.0,2358.0,5142,49.786075457020615,45.85764294049008,202.0,3.9284325165305347
02038,3202.0,1737.0,5299,60.42649556520098,32.77976976788073,1465.0,27.64672579732025
02039,3580.0,1939.0,5891,60.770667119334576,32.914615515192665,1641.0,27.85605160414191
02040,2318.0,1994.0,4603,50.35846187269172,43.319574190745165,324.0,7.038887681946555
02099,373.0,59.0,433,86.14318706697459,13.625866050808314,314.0,72.51732101616628
04001,7764.333333333333,3814.0,35172,22.07532506918382,10.843853064938019,3950.333333333333,11.2314720042458
04003,7910.666666666667,11852.333333333334,60442,13.088029295302384,19.609432734412056,-3941.666666666667,-6.5214034391096725
04005,14899.333333333334,9017.333333333334,73272,20.334279579284495,12.306656476325655,5882.0,8.02762310295884
04007,2981.0,6125.666666666667,27662,10.77651652085894,22.144699105873283,-3144.666666666667,-11.368182585014342
04009,1344.6666666666667,3583.0,14995,8.967433588974103,23.89463154384795,-2238.333333333333,-14.927197954873847
04011,394.0,811.0,3685,10.691994572591588,22.008141112618723,-417.0,-11.316146540027136
04012,745.3333333333334,1709.6666666666667,7458,9.99374273710557,22.923929561097705,-964.3333333333334,-12.930186823992134
04013,346924.6666666667,331888.3333333333,2068144,16.77468622429902,16.047641427934096,15036.333333333372,0.7270447963649254
04015,8277.0,26178.333333333332,104668,7.907861046356097,25.01082788754283,-17901.333333333332,-17.102966841186735
04017,7794.333333333333,9219.0,51767,15.056567568785775,17.808642571522398,-1424.666666666667,-2.752075002736623
04019,101660.33333333333,69252.66666666667,520397,19.53514976706886,13.307660625765843,32407.666666666657,6.227489141303016
04021,25035.333333333332,35692.333333333336,184974,13.534514760633025,19.295865004451077,-10657.000000000004,-5.761350243818052
04023,4379.333333333333,2064.6666666666665,19556,22.393809231608373,10.557714597395513,2314.6666666666665,11.83609463421286
04025,16534.0,30509.0,143221,11.54439642231237,21.302043694709575,-13975.0,-9.757647272397204
04027,10736.666666666666,12178.0,69881,15.364214402579622,17.42676836336057,-1441.333333333334,-2.0625539607809475
05001,454.5,1076.0,6292,7.223458359821996,17.101080737444374,-621.5,-9.877622377622377
05003,531.25,1387.0,7926,6.70262427453949,17.499369164774162,-855.75,-10.796744890234672
05005,1158.75,3959.0,21007,5.516018470033798,18.846098919407815,-2800.25,-13.330080449374016
05007,10562.25,18491.25,119912,8.808334445259858,15.420683501234238,-7929.0,-6.612349055974381
05009,766.0,3413.0,17114,4.475867710646255,19.942736940516536,-2647.0,-15.46686922987028
05011,303.5,583.75,3654,8.305966064586753,15.975643130815545,-280.25,-7.669677066228791
05013,119.75,409.0,2182,5.488084326306141,18.744271310724105,-289.25,-13.256186984417965
05015,1005.75,1856.0,11797,8.52547257777401,15.732813427142494,-850.25,-7.207340849368483
05017,565.0,438.0,4103,13.770411893736291,10.67511576894955,127.0,3.095296124786742
05019,859.5,1154.0,8395,10.23823704586063,13.746277546158428,-294.5,-3.5080405002977972
05021,240.5,1021.5,5183,4.640169785838317,19.70866293652325,-781.0,-15.068493150684933
05023,497.0,2582.0,12680,3.919558359621451,20.36277602523659,-2085.0,-16.44321766561514
05025,162.75,716.75,3600,4.520833333333333,19.90972222222222,-554.0,-15.38888888888889
05027,703.5,1375.0,8616,8.165041782729805,15.958681522748375,-671.5,-7.79363974001857
05029,653.75,1423.5,8685,7.527345998848589,16.390328151986182,-769.75,-8.862982153137594
05031,2980.25,6389.5,38511,7.738698034327855,16.5913635065306,-3409.25,-8.852665472202748
05033,1239.75,4651.75,24091,5.146112656178656,19.309078078950645,-3412.0,-14.16296542277199
05035,2128.5,1833.25,16367,13.00482678560518,11.20089203885868,295.25,1.803934746746501
05037,443.0,1236.5,6942,6.381446269086719,17.811869778161913,-793.5,-11.430423509075194
05039,240.75,393.25,2649,9.088335220838053,14.845224613061532,-152.5,-5.75688939222348
05041,504.0,480.25,4164,12.103746397694524,11.533381364073007,23.75,0.5703650336215169
05043,606.5,1087.25,6908,8.779675738274465,15.738998262883614,-480.75,-6.959322524609149
05045,4586.75,8605.25,54428,8.427188211949732,15.810336591460278,-4018.5,-7.383148379510546
05047,325.0,1419.25,7129,4.558844157665872,19.90812175620704,-1094.25,-15.34927759854117
05049,258.75,990.25,5119,5.054698183238914,19.344598554405156,-731.5,-14.289900371166242
05051,3511.25,7267.25,44199,7.944184257562388,16.44211407497907,-3756.0,-8.497929817416683
05053,317.0,1698.5,8200,3.8658536585365852,20.713414634146343,-1381.5,-16.847560975609756
05055,764.5,3167.5,16100,4.748447204968944,19.67391304347826,-2403.0,-14.925465838509318
05057,534.5,1117.5,6848,7.805198598130841,16.318633177570092,-583.0,-8.513434579439252
05059,770.5,2300.5,12557,6.136019749940273,18.320458708290197,-1530.0,-12.184438958349924
05061,335.0,841.75,4834,6.930078609846918,17.413115432354157,-506.75,-10.48303682250724
05063,701.5,2812.5,14512,4.833930540242558,19.380512679162074,-2111.0,-14.546582138919515
05065,255.25,1157.75,5810,4.39328743545611,19.92685025817556,-902.5,-15.53356282271945
05067,341.25,898.25,5091,6.703005303476724,17.643881359261442,-557.0,-10.940876055784718
05069,3745.25,2380.25,25158,14.886914699101677,9.461205183241912,1365.0,5.425709515859765
05071,570.75,1734.5,9498,6.009159823120657,18.261739313539692,-1163.75,-12.252579490419034
05073,209.75,439.25,2679,7.829413960432998,16.396043299738707,-229.5,-8.56662933930571
05075,270.0,1142.25,5857,4.6098685333788625,19.50230493426669,-872.25,-14.892436400887828
05077,355.75,321.5,2848,12.49122191011236,11.288623595505618,34.25,1.2025983146067425
05079,258.0,682.25,3875,6.658064516129032,17.606451612903225,-424.25,-10.948387096774193
05081,306.5,928.75,5177,5.920417230056017,17.939926598416072,-622.25,-12.019509368360055
05083,386.0,1610.25,8225,4.693009118541034,19.577507598784194,-1224.25,-14.88449848024316
05085,1671.5,5721.0,30662,5.4513730350270695,18.658274085186875,-4049.5,-13.206901050159805
05087,390.75,1414.5,7351,5.315603319276289,19.242279961909944,-1023.75,-13.926676642633655
05089,382.75,1445.75,7503,5.1012928162068505,19.268959083033455,-1063.0,-14.167666266826604
05091,1061.25,2980.0,16529,6.420533607598766,18.028918869865084,-1918.75,-11.608385262266317
05093,1139.5,1824.0,12342,9.23270134500081,14.778804083616917,-684.5,-5.546102738616106
05095,286.75,386.25,2816,10.182883522727273,13.716264204545455,-99.5,-3.5333806818181817
05097,182.75,761.5,3873,4.718564420345985,19.661760908856184,-578.75,-14.9431964885102
05099,269.0,533.25,3358,8.010720667063728,15.879988088147707,-264.25,-7.869267421083979
05101,177.25,798.0,3998,4.433466733366683,19.959979989995,-620.75,-15.526513256628316
05103,998.75,1323.5,9629,10.372312805068024,13.74493716896874,-324.75,-3.372624363900716
05105,253.0,869.75,4627,5.467905770477631,18.797276853252647,-616.75,-13.329371082775015
05107,905.75,604.25,6242,14.510573534123678,9.680390900352451,301.5,4.830182633771226
05109,161.0,879.75,4246,3.7918040508714084,20.71950070654734,-718.75,-16.92769665567593
05111,356.0,1479.5,7521,4.733413109958782,19.671586225236005,-1123.5,-14.938173115277223
05113,311.5,1758.75,8490,3.669022379269729,20.715547703180214,-1447.25,-17.046525323910483
05115,1443.0,4520.25,24432,5.906188605108055,18.50135068762279,-3077.25,-12.595162082514733
05117,163.5,696.5,3495,4.6781115879828326,19.928469241773964,-533.0,-15.25035765379113
05119,25486.75,15921.75,169956,14.996087222575255,9.36815999435148,9565.0,5.627927228223776
05121,303.75,1338.75,6812,4.459042865531415,19.65281855549031,-1035.0,-15.193775689958894
05123,901.0,810.5,7108,12.675858187957232,11.402644907146877,90.5,1.2732132808103547
05125,4015.0,9889.0,56959,7.048929932056391,17.361610983338892,-5874.0,-10.3126810512825
05127,120.75,740.5,3551,3.4004505773021685,20.853280765981413,-619.75,-17.452830188679243
05129,147.0,841.25,4019,3.657626275192834,20.93182383677532,-694.25,-17.274197561582486
05131,3621.75,7799.5,47140,7.682965634280865,16.54539669070853,-4177.75,-8.862431056427663
05133,279.0,971.0,5202,5.3633217993079585,18.665897731641675,-692.0,-13.302575932333717
05135,349.5,1484.5,7566,4.6193497224425055,19.620671424795137,-1135.0,-15.001321702352632
05137,295.0,1154.0,5938,4.968002694509936,19.43415291343887,-859.0,-14.466150218928933
05139,1396.0,2619.5,16607,8.406093815860782,15.773469019088337,-1223.5,-7.367375203227555
05141,398.25,1508.5,7807,5.101191238631997,19.32240297169207,-1110.25,-14.221211733060073
05143,10956.0,11876.0,94266,11.622430144484756,12.598391784948975,-920.0,-0.9759616404642184
05145,1494.5,6045.5,30885,4.838918568884572,19.57422697102153,-4551.0,-14.735308402136958
05147,214.0,385.75,2476,8.64297253634895,15.57956381260097,-171.75,-6.93659127625202
05149,321.0,1306.5,6741,4.761904761904762,19.381397418780598,-985.5,-14.619492656875835
06001,617659.0,136309.0,770070,80.20816289428234,17.700858363525395,481350.0,62.50730453075694
06003,476.0,244.0,741,64.23751686909581,32.928475033738195,232.0,31.30904183535762
06005,8153.0,13585.0,22304,36.553981348637016,60.90835724533716,-5432.0,-24.35437589670014
06007,50426.0,48730.0,102066,49.40528677522388,47.743616875355166,1696.0,1.6616698998687127
06009,10046.0,16518.0,27164,36.9827713149757,60.808422912678544,-6472.0,-23.825651597702844
06011,3239.0,4559.0,7961,40.68584348699912,57.26667504082402,-1320.0,-16.5808315538249
06013,416386.0,152877.0,581316,71.62816781234302,26.29843321016452,263509.0,45.329734602178505
06015,4677.0,6461.0,11453,40.836462062341745,56.41316685584563,-1784.0,-15.576704793503886
06017,51621.0,61838.0,116159,44.439948691018344,53.23565113336031,-10217.0,-8.795702442341963
06019,193025.0,164464.0,364917,52.8955899560722,45.06887867652096,28561.0,7.82671127955124
06021,3995.0,7063.0,11297,35.36337080640878,62.52102328051695,-3068.0,-27.15765247410817
06023,44768.0,21770.0,68843,65.02912423921096,31.622677686910798,22998.0,33.40644655230016
06025,34678.0,20847.0,56743,61.114146238302524,36.739333486068766,13831.0,24.37481275223376
06027,4634.0,4620.0,9484,48.86123998312948,48.71362294390553,14.0,0.14761703922395242
06029,133366.0,164484.0,305292,43.68473461472951,53.87759915097677,-31118.0,-10.192864536247264
06031,18699.0,24072.0,43861,42.63240692186681,54.882469619935705,-5373.0,-12.250062698068895
06033,14941.0,13123.0,28812,51.856865195057615,45.54699430792725,1818.0,6.309870887130366
06035,2799.0,8970.0,11987,23.350296154167015,74.83106698923834,-6171.0,-51.480770835071326
06037,3028885.0,1145530.0,4264365,71.02780836068207,26.86285062371537,1883355.0,44.1649577369667
06039,23168.0,29378.0,53732,43.11769522816943,54.67505397156257,-6210.0,-11.557358743393138
06041,128288.0,24612.0,155830,82.32561124302124,15.794134633895911,103676.0,66.53147660912533
06043,4088.0,5950.0,10280,39.766536964980546,57.87937743190661,-1862.0,-18.112840466926066
06045,28782.0,13267.0,43340,66.40978311029072,30.61144439317028,15515.0,35.79833871712044
06047,48991.0,39397.0,90554,54.10142014709455,43.50663692382446,9594.0,10.594783223270092
06049,1150.0,3109.0,4343,26.479392125259036,71.58646097167856,-1959.0,-45.10706884641952
06051,4013.0,2513.0,6738,59.55773226476699,37.29593351142773,1500.0,22.261798753339264
06053,113953.0,46299.0,163923,69.51617527741683,28.244358631796636,67654.0,41.2718166456202
06055,49817.0,20676.0,72150,69.04643104643105,28.656964656964657,29141.0,40.38946638946639
06057,36359.0,26779.0,64750,56.15289575289575,41.357528957528956,9580.0,14.795366795366796
06059,814009.0,676498.0,1522113,53.4788810029216,44.44466343825984,137511.0,9.034217564661759
06061,106869.0,122488.0,235084,45.45992070919331,52.10392880842593,-15619.0,-6.6440080992326145
06063,4561.0,6445.0,11260,40.50621669626998,57.238010657193605,-1884.0,-16.731793960923625
06065,528340.0,449144.0,997156,52.984688453963074,45.042500872481334,79196.0,7.94218758148174
06067,440808.0,259405.0,718440,61.35627192249875,36.10670341295028,181403.0,25.249568509548467
06069,17628.0,10590.0,28830,61.14464099895942,36.732570239334024,7038.0,24.412070759625394
06071,455859.0,366257.0,841130,54.196022017999596,43.54344750514189,89602.0,10.652574512857704
06073,964650.0,600094.0,1602143,60.20998125635477,37.45570776141705,364556.0,22.75427349493772
06075,378156.0,56417.0,443553,85.25610242744385,12.719336809806268,321739.0,72.53676561763758
06077,161137.0,121098.0,288492,55.85492838622908,41.976207312507796,40039.0,13.878721073721287
06079,88310.0,67436.0,159714,55.29258549657513,42.222973565247884,20874.0,13.069611931327245
06081,291496.0,75584.0,374251,77.8878346350444,20.196071620383112,215912.0,57.69176301466129
06083,129963.0,65736.0,200339,64.87154273506407,32.8123830107967,64227.0,32.05915972426737
06085,617967.0,214612.0,850741,72.6386761658366,25.22647903415963,403355.0,47.41219713167697
06087,114246.0,26937.0,144837,78.87901572112098,18.598148263220033,87309.0,60.280867457900946
06089,30000.0,60789.0,92930,32.28236306897665,65.41375228666739,-30789.0,-33.13138921769074
06091,730.0,1142.0,1931,37.80424650440187,59.14034179181771,-412.0,-21.336095287415844
06093,9593.0,13290.0,23472,40.869972733469666,56.620654396728014,-3697.0,-15.750681663258348
06095,131639.0,69306.0,205877,63.94060531288099,33.663789544242434,62333.0,30.276815768638556
06097,199938.0,61825.0,268317,74.51559163228569,23.041775213646545,138113.0,51.473816418639146
06099,105841.0,104145.0,214954,49.23890692892433,48.4499009090317,1696.0,0.7890060198926321
06101,17367.0,24375.0,42644,40.72554169402495,57.159272113310195,-7008.0,-16.433730419285247
06103,8911.0,19141.0,28731,31.01527966308169,66.62141937280289,-10230.0,-35.606139709721205
06105,2851.0,3188.0,6259,45.55040741332481,50.93465409809874,-337.0,-5.384246684773927
06107,66105.0,77579.0,146885,45.00459543180039,52.81614868774892,-11474.0,-7.811553255948532
06109,11978.0,17689.0,30408,39.39094975006577,58.17219152854512,-5711.0,-18.781241778479348
06111,251388.0,162207.0,422825,59.4543842015018,38.36267959557737,89181.0,21.091704605924434
06113,67598.0,27292.0,97294,69.47807675704566,28.05106173042531,40306.0,41.427015026620346
06115,11230.0,17676.0,29796,37.6896227681568,59.32339911397503,-6446.0,-21.633776345818227
08001,134202.0,95657.0,236740,56.68750528005407,40.405930556728904,38545.0,16.281574723325164
08003,3759.0,3813.0,7808,48.142930327868854,48.83452868852459,-54.0,-0.691598360655739
08005,213607.0,127323.0,350183,60.99867783416099,36.35898944266284,86284.0,24.639688391498154
08007,3738.0,5189.0,9144,40.879265091863516,56.74759405074366,-1451.0,-15.868328958880141
08009,317.0,1867.0,2225,14.247191011235955,83.91011235955057,-1550.0,-69.66292134831461
08011,732.0,1503.0,2274,32.189973614775724,66.09498680738787,-771.0,-33.905013192612145
08013,159089.0,42501.0,206111,77.18607934559533,20.620442382987807,116588.0,56.56563696260753
08014,29077.0,16295.0,46632,62.354177388917485,34.94381540572997,12782.0,27.410361983187514
08015,7160.0,6222.0,13718,52.19419740486951,45.35646595713661,938.0,6.8377314477329065
08017,131.0,993.0,1136,11.53169014084507,87.41197183098592,-862.0,-75.88028169014085
08019,3604.0,2754.0,6548,55.0397067806964,42.05864386072083,850.0,12.981062919975571
08021,1959.0,2286.0,4333,45.211170090006924,52.75790445418878,-327.0,-7.546734364181859
08023,1311.0,741.0,2094,62.607449856733524,35.38681948424069,570.0,27.220630372492835
08025,437.0,1271.0,1750,24.97142857142857,72.62857142857143,-834.0,-47.65714285714286
08027,1112.0,2474.0,3635,30.59147180192572,68.060522696011,-1362.0,-37.469050894085285
08029,5887.0,13081.0,19370,30.392359318533813,67.5322663913268,-7194.0,-37.13990707279299
08031,313293.0,71618.0,393829,79.55051557909651,18.185049856663678,241675.0,61.36546572243283
08033,341.0,1089.0,1449,23.533471359558316,75.15527950310559,-748.0,-51.62180814354727
08035,104653.0,121270.0,231605,45.18598475853285,52.36070033030375,-16617.0,-7.1747155717709035
08037,18588.0,9892.0,29140,63.788606726149624,33.94646533973919,8696.0,29.842141386410432
08039,4490.0,14027.0,18983,23.652741926987304,73.89243006900911,-9537.0,-50.239688142021805
08041,161941.0,202828.0,378851,42.74530092305418,53.537670482590784,-40887.0,-10.792369559536603
08043,7369.0,17517.0,25557,28.83358766678405,68.5409085573424,-10148.0,-39.70732089055835
08045,15427.0,14717.0,30904,49.91910432306498,47.62166709811028,710.0,2.297437224954699
08047,2223.0,1833.0,4186,53.1055900621118,43.7888198757764,390.0,9.316770186335404
08049,4710.0,4883.0,9870,47.72036474164134,49.47315096251266,-173.0,-1.7527862208713216
08051,7132.0,3735.0,11190,63.73547810545129,33.37801608579088,3397.0,30.35746201966041
08053,255.0,353.0,632,40.348101265822784,55.85443037974684,-98.0,-15.506329113924053
08055,2076.0,2203.0,4406,47.117566954153425,50.0,-127.0,-2.8824330458465752
08057,175.0,681.0,876,19.977168949771688,77.73972602739725,-506.0,-57.762557077625566
08059,218396.0,148417.0,377358,57.87501523751981,39.33055612972297,69979.0,18.54445910779684
08061,98.0,795.0,903,10.852713178294573,88.03986710963456,-697.0,-77.18715393133998
08063,662.0,3144.0,3871,17.101524153965382,81.2193231723069,-2482.0,-64.11779901834151
08065,2303.0,1497.0,3961,58.141883362787176,37.79348649330977,806.0,20.348396869477405
08067,20548.0,14233.0,35667,57.61067653573331,39.905234530518406,6315.0,17.705442005214906
08069,126120.0,91489.0,224338,56.21874136347832,40.78176679831326,34631.0,15.436974565165066
08071,3497.0,4284.0,7961,43.92664238161035,53.81233513377716,-787.0,-9.885692752166811
08073,470.0,2135.0,2651,17.72915880799698,80.53564692568843,-1665.0,-62.806488117691444
08075,2218.0,8087.0,10532,21.059627800987467,76.78503608051652,-5869.0,-55.72540827952905
08077,31536.0,56894.0,90623,34.7991128080068,62.780971717996536,-25358.0,-27.98185890998974
08079,317.0,427.0,756,41.93121693121693,56.48148148148148,-110.0,-14.55026455026455
08081,1203.0,5670.0,7026,17.122117847993167,80.7002561912895,-4467.0,-63.57813834329633
08083,5836.0,9306.0,15500,37.651612903225804,60.038709677419355,-3470.0,-22.38709677419355
